word,mean_attr,count
appreciated,0.06740064397454262,5
vital,0.06731852050870657,4
have,0.06729806127565864,38
experience,0.06656791506659078,23
evolves,0.06653026615579923,3
more,0.06589858860398333,75
determine,0.06570869963616133,4
part,0.0655245662977298,6
home,0.06497743584215641,25
process,0.06488769873976707,8
doing,0.06488336312274139,6
young,0.0639836871996522,4
worth,0.063962965272367,6
individual,0.06389189961676796,24
wealthy,0.06374124996364117,4
feelings,0.06357874844790153,23
difficult,0.06343108720400116,11
involves,0.06334400177001953,5
violating,0.06312674563378096,4
networks,0.06279303537060817,6
choices,0.06251769858811583,14
identities,0.06250979006290436,3
allowing,0.062340153218247,20
changing,0.06213015364482999,4
mix,0.06210810194412867,3
greater,0.06192083971109241,16
balanced,0.061856549233198166,4
many,0.061669109389185905,6
between,0.061293889233773505,27
confidence,0.061138516602416836,6
leading,0.06096901857693281,14
inclusive,0.059294186532497406,4
belonging,0.05905622917299087,13
complexities,0.05897245742380619,8
Effective,0.05892602205276489,10
friends,0.05872588728864988,3
lead,0.0584856728091836,26
resilient,0.05815901607275009,3
Furthermore,0.05807837201282382,10
who,0.057903196248743266,9
circumstances,0.05788360349833965,4
kindness,0.05750252007457771,19
dating,0.05733289569616318,3
when,0.057072848029848605,9
vulnerability,0.05684908696760734,18
concept,0.05638930884500345,3
esteem,0.05592485656961799,8
overwhelming,0.05583589768502861,8
dynamics,0.05577621546884378,3
potential,0.05575199499726295,10
position,0.055465816209713616,3
continue,0.05505030912657579,3
caring,0.054750713830192886,3
if,0.054622750356793405,5
face,0.053222813783213495,10
solid,0.05298996468385061,3
catalyst,0.052586099753777184,3
financial,0.051891885697841644,6
age,0.05173738161101937,4
less,0.05144931251804034,3
fear,0.05109340874478221,10
needs,0.050973885071774326,6
ability,0.050916925604854314,7
careers,0.050367912650108336,5
improve,0.05031534656882286,4
transformation,0.05018556242187818,3
maintaining,0.04987139844646057,6
behaviors,0.04955700412392616,3
know,0.049434069000805415,12
around,0.04940893224750956,15
anxiety,0.0492916830504934,9
reaction,0.04885229219992956,3
courts,0.0488062355046471,15
authent,0.048730457201600075,5
present,0.04862298630177975,4
to,0.048621625262896186,383
traditional,0.04834903031587601,6
cultivate,0.04804967504672029,11
thrive,0.04804381765425205,10
autonomy,0.04794326098635793,8
allows,0.04780513669053713,6
ection,0.04765844792127609,5
without,0.04764836586334489,11
oubt,0.04761406360194087,4
influence,0.04760651343635151,14
addressing,0.047542103876670204,3
const,0.047465596348047256,3
affluent,0.04738932475447655,3
power,0.04729581639791528,6
response,0.04712841236455874,11
for,0.0468803769849901,79
two,0.04649134286280189,7
empowering,0.046461377292871475,3
valuable,0.04530394791314999,3
commitment,0.045207243751395836,11
hip,0.04507687167428872,17
own,0.04461358275730163,20
lo,0.04447857787211736,3
safe,0.04443906433880329,4
personal,0.04438883145829957,38
demonstrate,0.04425827879458666,5
expected,0.043856523279100654,5
happiness,0.04383871150203049,20
bonds,0.04377057931075493,6
household,0.04376816696354321,7
individuality,0.043677756935358046,5
media,0.043644780467730016,8
an,0.04363648891448975,20
through,0.04359276142592231,9
love,0.04331835323514847,13
nuances,0.04306555942942699,3
compromise,0.04301215559244156,5
manage,0.04281774768605828,4
rely,0.04274427480995655,5
navigating,0.04273142968304455,4
awareness,0.04251989287634691,3
se,0.04240344169860085,3
aware,0.04216664955019951,5
physical,0.04214885272085667,7
together,0.042039235663269794,31
ated,0.04173950236290693,5
source,0.0416501642515262,3
and,0.041633091808994924,751
adults,0.04121790826320648,5
a,0.041128941963079896,392
on,0.04096020753058838,64
these,0.040671775524970144,32
either,0.04060376901179552,4
begins,0.04042450012639165,3
disconnect,0.04028254747390747,3
self,0.040145287775279336,48
work,0.04001367812682139,19
Ultimately,0.03986789365687097,24
fulfilling,0.03975273695375238,14
structures,0.039455500741799675,3
emotional,0.03919811687870499,34
with,0.03908749965513579,82
or,0.038826150602703405,88
influencing,0.03882442290584246,3
terms,0.03881813523670038,3
understanding,0.03870253896133767,18
what,0.03868626803159714,4
alth,0.03852842841297388,4
joy,0.03780449767197881,7
that,0.03741236651038024,82
begin,0.03738046429740886,12
exclusive,0.0373316016048193,4
be,0.037246163899975794,81
places,0.03653614145393173,3
balance,0.036329577253623443,11
icity,0.03610011904189984,3
fight,0.035935670447846256,6
anticip,0.0355413468554616,5
dread,0.035515331818411745,12
acet,0.03539852905445374,13
adapt,0.035369349111403735,7
well,0.03513322835788131,25
do,0.03502348313728968,3
backgrounds,0.03458257099347455,7
independence,0.03427529111504555,5
guilt,0.03425195184536278,6
rights,0.034160479282339416,3
from,0.03400966982272538,44
may,0.033780364640827835,29
cope,0.0337153896689415,3
experienced,0.033683107467368245,4
decide,0.03356759902089834,4
opinions,0.033272416197827885,7
often,0.033210550338240725,53
wealth,0.03310956069352952,11
adjustment,0.03295659522215525,3
powerful,0.032879991456866264,6
influential,0.03210365896423658,3
find,0.03164443152491003,4
one,0.03134409274006712,29
over,0.030890328277434622,7
leave,0.030441264621913433,4
getting,0.030292381687710684,6
Dread,0.030029659625142813,6
intense,0.02994084730744362,5
responsibility,0.029934577070749722,13
value,0.02981964498758316,3
difficulties,0.029729898398121197,3
up,0.029679613343129557,3
essential,0.029388817234171763,18
assets,0.02929383283481002,3
disappointment,0.02919654709358628,13
get,0.028741778573021293,8
families,0.028615668416023254,6
requ,0.02847467176616192,3
reputation,0.028464217138077532,14
as,0.028307175401493277,71
issue,0.028278884623432532,8
mobility,0.028072123260547716,6
relationships,0.027716792824149534,37
certain,0.027664979073134335,11
feeling,0.027563516050577164,3
progress,0.027113918215036392,3
we,0.02681296277421944,58
loyalty,0.026362095773220063,5
brings,0.02619089186191559,9
couple,0.026051679626107216,3
cultural,0.02601770870387554,4
determining,0.026010397356003523,4
mutual,0.02596202541730906,19
their,0.025903115346251677,150
comes,0.02574426370362441,3
lives,0.02572470755937199,24
themselves,0.025677126832306385,8
both,0.02508189709095115,22
such,0.02495251792586512,9
paralyzed,0.024810726443926494,3
constantly,0.02479997166665271,8
person,0.02478923151890437,6
innocence,0.024765796366740356,22
event,0.024316497413175448,7
affection,0.024193659975108774,22
being,0.024056003196164966,38
achievements,0.023925219429656863,4
standing,0.023774287699220274,13
highlighting,0.02351552452892065,5
decision,0.023399518569931388,4
Fear,0.023362516153914232,12
protect,0.023315475865577657,6
are,0.022678597568778595,61
freedom,0.022500512283295394,35
hood,0.02230429695919156,8
natural,0.02228625814896077,10
creativity,0.02190955573072036,3
shape,0.02179711762194832,6
provide,0.02176912051315109,18
evolve,0.021384693682193756,4
oding,0.021099416871688197,7
inequality,0.021090611815452576,3
emotions,0.021014280105009674,20
shame,0.020952300913631917,5
other,0.020720923591094714,36
inherit,0.020358219742774963,3
pursue,0.019828836200758815,8
triggering,0.019062039131919544,6
mental,0.018535406328737736,4
beneficial,0.01852214119086663,3
perceived,0.01843389527251323,9
leaving,0.01838851449164477,11
life,0.01805531977001449,58
As,0.017963440082967283,50
lasting,0.017870306503027678,7
led,0.01771808825433254,5
romantic,0.01714748501156767,3
driven,0.017065775580704212,4
ourselves,0.01704345050860535,11
education,0.016897731150190037,6
make,0.01649527942451338,36
compassion,0.016275924164801836,4
maintain,0.015917598735541105,4
this,0.015871619046838197,27
This,0.015698171927527125,56
into,0.015548192895948887,12
live,0.014977972954511642,4
modern,0.014160530227753852,9
nurturing,0.013392170774750412,8
exploitation,0.013091162157555422,3
These,0.012871228158473969,3
only,0.012827219069004058,5
good,0.01269637793302536,3
is,0.012626551559056948,135
each,0.012137773277407343,22
domestic,0.012040021731273123,19
ness,0.012028465668360392,3
s,0.01200973461382091,5
situation,0.012007441992561022,3
image,0.011895799078047276,3
they,0.011421598598528176,78
duties,0.010794146079570055,5
em,0.010586375769759928,7
Understanding,0.01019901471833388,3
reciprocal,0.009780539199709892,6
deeper,0.009408112615346909,5
flight,0.008251511841081083,6
marriage,0.008190363017923159,23
societal,0.008159865827664085,23
deep,0.007732163183391094,10
un,0.007639972679316998,5
perceive,0.0075636243758102255,6
transformative,0.007506906520575285,4
everyone,0.007316747059424718,3
pat,0.0063931472599506375,5
psychological,0.006348561495542526,4
athing,0.006316600367426872,3
inheritance,0.006123243111439727,11
confront,0.006057869565362732,3
come,0.0060265852138400074,5
world,0.005871910136193037,20
actions,0.005821864870894287,9
true,0.005670426040887832,5
aspirations,0.005370420736393758,7
in,0.005351618630811572,80
level,0.00522889643907547,5
routines,0.004446079688412803,7
times,0.004307472030632198,4
b,0.004277684260159731,6
while,0.004270185716450214,12
status,0.004225137953956922,3
The,0.004098556578780214,30
absorbing,0.003885663247534207,7
complex,0.0038162694116564175,19
painful,0.003799287203167166,7
the,0.003753029748760076,212
how,0.0034733819775283337,10
college,0.0033546865452080965,4
by,0.003339465931416131,52
Moral,0.0031224296295217107,7
them,0.0030014915391802788,44
multif,0.002999438581844935,13
shapes,0.0024365784289936223,3
must,0.002191959372298284,11
others,0.0015950416824940976,58
bring,0.0014724757056683302,4
same,0.0010072250983544759,7
institutions,0.0009116590954363346,4
time,0.000717119617468637,23
fulfillment,0.0005459804087877274,8
hand,0.0004926321673251334,21
whether,0.0004204937981234656,9
of,0.00019153399026312207,301
versions,0.00010677302877108256,3
step,0.00010491837747395039,4
willingness,-0.00014869868755340576,4
character,-0.0002721155261886971,14
making,-0.0010095028140183007,14
long,-0.001441265611598889,3
not,-0.0014802887630851371,23
standards,-0.0025148503482341766,7
those,-0.003120524746676286,15
Aff,-0.0036967243999242783,5
judgment,-0.00393878947943449,4
connection,-0.003987874835729599,13
Additionally,-0.0041413505872090655,3
openness,-0.004324923036620021,4
attend,-0.004383730391661326,3
form,-0.004520610052471359,12
equal,-0.004955323878675699,3
threat,-0.005383095537711467,7
For,-0.005920793861150742,4
interests,-0.007329821120947599,8
duty,-0.007567539520096034,12
surroundings,-0.007921913452446461,10
take,-0.008400731347501278,10
social,-0.008752357010962442,56
tend,-0.009171392535790801,4
wonder,-0.009265834465622902,6
memories,-0.009516518446616828,4
ways,-0.009770346273268973,7
turn,-0.009865186033913722,13
change,-0.010083727804677827,7
norms,-0.010141165694221854,16
it,-0.010704801382609841,66
period,-0.011005014435134151,11
biases,-0.011041034013032913,4
nature,-0.011184010189026594,6
In,-0.01294088600711389,11
By,-0.013293529703650017,43
has,-0.013757884502410889,18
women,-0.015365383122116327,4
sense,-0.015400236823328146,73
code,-0.015877443365752697,4
all,-0.0160769815556705,4
another,-0.016094556637108327,5
aspects,-0.016133548070987064,3
harm,-0.016304072716997728,9
rain,-0.017353503964841366,3
respect,-0.017884332208747144,19
which,-0.020301286187022923,25
feel,-0.020366925648168513,19
even,-0.020837153463313978,6
away,-0.02113238287468751,3
When,-0.02123435470275581,20
particularly,-0.02194601771506396,11
emotion,-0.022039848254420437,13
us,-0.022060200621906136,28
atory,-0.022769938595592974,5
takes,-0.023630259558558464,4
equality,-0.02392081432044506,5
expression,-0.024081910649935406,3
compassionate,-0.024151800333389213,7
act,-0.02417725371196866,4
society,-0.024449869133532046,25
curiosity,-0.024522699997760355,8
result,-0.024706739860658463,13
further,-0.0251737500851353,6
danger,-0.025777629266182583,3
iscovery,-0.0261263195425272,4
harmon,-0.02773352712392807,6
Mar,-0.028217111142690886,11
effort,-0.028760789583126705,3
understand,-0.028765247203409672,4
ion,-0.02888404702146848,3
so,-0.02984962346298354,7
rooted,-0.029975836630910635,3
exclusion,-0.030148200457915664,4
members,-0.03032703517237678,4
riage,-0.030370118689130653,11
accompanied,-0.0306285098195076,3
head,-0.031056906407078106,3
pressured,-0.03105711191892624,3
rise,-0.03141952119767666,4
profound,-0.0318538965383435,17
years,-0.033882921328768134,4
ment,-0.034002311527729034,3
However,-0.034140438625687046,19
familiarity,-0.03434978541918099,4
ious,-0.034433641781409584,6
They,-0.03465077665168792,4
capable,-0.03526626124845019,7
principles,-0.035378318590422474,3
instance,-0.036459571992357574,3
Happy,-0.03819928256173929,3
ed,-0.04211558351436487,13
separation,-0.04263138406994668,11
involving,-0.04296338465064764,4
obligation,-0.043542912850777306,3
People,-0.043576842018713556,3
great,-0.043589641153812406,5
moral,-0.04441238489622871,30
conform,-0.04448044313383954,7
Le,-0.04548022996944686,6
We,-0.04627325129695237,8
aving,-0.04627510036031405,6
deeply,-0.046721892431378365,4
Human,-0.047308070585131645,4
where,-0.050429796503687445,22
body,-0.050719388760626316,4
but,-0.05106833795658671,13
contrast,-0.052215151861310004,5
judgement,-0.05304008710663766,8
its,-0.05375842563807964,3
fundamental,-0.05806713000955907,11
behind,-0.05848908921082815,3
fore,-0.058792107117672764,6
terror,-0.059883061703294514,20
gestures,-0.06505841016769409,3
interconnected,-0.07083518989384174,4
prepares,-0.07365578040480614,4
grand,-0.07432564596335094,3
Social,-0.07982808630913496,8
nostalgia,-0.08214857646574576,3
at,-0.08271849993616343,4
circles,-0.08292960748076439,3
journey,-0.08503778278827667,3
Moreover,-0.09024690091609955,3
A,-0.09819715718428294,3
characterized,-0.09831130132079124,6
On,-0.09912141288320224,15
ointment,-0.11655126760403316,3
ideas,-0.11946029216051102,4
marked,-0.1202039099815819,9
men,-0.13642248511314392,3
Overall,-0.1628075789194554,4
shaped,-0.18934578821063042,6
immense,-0.19187582656741142,4
Parents,-0.5728265109161536,6
